"Trait","Gene","Chromosome","p.sig","Context"
"Blood Pressure","LINC01141",1,4.31812587787135,"intergenic"
"Blood Pressure","RPL29P6",1,11.8526999856319,"intergenic"
"Blood Pressure","RPL29P6",1,5.57223025333395,"intergenic"
"Blood Pressure","RPL29P6",1,7.42072666884142,"intergenic"
"Blood Pressure","RPL29P6",1,5.76694635572139,"intergenic"
"Blood Pressure","RPL29P6",1,23.3187608072726,"intergenic"
"Blood Pressure","RPL29P6",1,31.4077141979649,"intergenic"
"Blood Pressure","ASAP3",1,4.65935762243929,"intergenic"
"Blood Pressure","LOC284632",1,4.25165689551245,"nearGene-5"
"Blood Pressure","PAQR7",1,7.41194143554188,"missense"
"Blood Pressure","SESN2",1,5.39909857830382,"missense"
"Blood Pressure","PTPRU",1,9.76532827430004,"intergenic"
"Blood Pressure","PTPRU",1,15.3860276233502,"intergenic"
"Blood Pressure","PTPRU",1,9.35117174924349,"intergenic"
"Blood Pressure","C1orf94",1,5.04411991377462,"intergenic"
"Blood Pressure","COL9A2",1,4.48915797497716,"missense"
"Blood Pressure","COL9A2",1,4.71311566685084,"missense"
"Blood Pressure","COL9A2",1,4.63200358503845,"missense"
"Blood Pressure","HIVEP3",1,4.97860762268427,"missense"
"Blood Pressure","SLC2A1-AS1",1,4.22548303427145,"intergenic"
"Blood Pressure","SZT2",1,4.94772805568093,"missense"
"Blood Pressure","SZT2",1,5.88302014408747,"missense"
"Blood Pressure","RPL21P23",1,4.06519865825346,"intergenic"
"Blood Pressure","RPL21P23",1,4.20697834015402,"intergenic"
"Blood Pressure","DAB1",1,4.78489141894691,"intron"
"Blood Pressure","DAB1",1,4.94271435558178,"intron"
"Blood Pressure","DAB1",1,4.17276000049435,"intron"
"Blood Pressure","DAB1",1,4.80327127737671,"intron"
"Blood Pressure","DAB1",1,4.95663772197887,"intron"
"Blood Pressure","DAB1",1,4.18728713323463,"intron"
"Blood Pressure","DAB1",1,4.18025870272699,"intron"
"Blood Pressure","DAB1",1,4.43687503966196,"intron"
"Blood Pressure","TACSTD2",1,4.54019139214175,"missense"
"Blood Pressure","ATG4C",1,5.96464898557922,"intergenic"
"Blood Pressure","ATG4C",1,6.32980189048871,"intergenic"
"Blood Pressure","ATG4C",1,5.69897000433602,"intergenic"
"Blood Pressure","ATG4C",1,6.21401412816514,"intergenic"
"Blood Pressure","ATG4C",1,5.77093022701111,"intergenic"
"Blood Pressure","LINC00466",1,4.32879557253842,"intron"
"Blood Pressure","DNAJC6",1,6.50221036038381,"missense"
"Blood Pressure","PDE4B",1,6.00026895764346,"intron"
"Blood Pressure","IL12RB2",1,4.96682967370176,"intron"
"Blood Pressure","GNG12",1,4.14813039927023,"intron"
"Blood Pressure","MIR1262",1,5.39794000867204,"intergenic"
"Blood Pressure","NEGR1",1,4.47824064662276,"intron"
"Blood Pressure","KRT8P21",1,4.16291684917681,"intergenic"
"Blood Pressure","TYW3",1,5.69200891330373,"intergenic"
"Blood Pressure","ST6GALNAC3",1,5.25431238510073,"intron"
"Blood Pressure","RNA5SP23",1,6.45179400189444,"intergenic"
"Blood Pressure","RNA5SP23",1,7.34863131515786,"intergenic"
"Blood Pressure","RNA5SP23",1,6.09691001300806,"intergenic"
"Blood Pressure","RPL23P3",1,5.41690731656419,"intergenic"
"Blood Pressure","RPL23P3",1,5.50085089762638,"intergenic"
"Blood Pressure","PSAT1P3",1,4.3366923692214,"intergenic"
"Blood Pressure","PSAT1P3",1,4.33639404569602,"intergenic"
"Blood Pressure","PSAT1P3",1,4.35640623033977,"intergenic"
"Blood Pressure","ADH5P2",1,5.37834440922252,"intergenic"
"Blood Pressure","SEP15",1,4.84261962124667,"intron"
"Blood Pressure","SEP15",1,5.52210546898708,"intron"
"Blood Pressure","SEP15",1,5.83925912802196,"intron"
"Blood Pressure","SEP15",1,6.37813939630943,"intron"
"Blood Pressure","SEP15",1,5.77417754474758,"intron"
"Blood Pressure","HS2ST1",1,5.77417754474758,"nearGene-5"
"Blood Pressure","LMO4",1,5.30102999566398,"intergenic"
"Blood Pressure","LMO4",1,4.1680023227641,"intergenic"
"Blood Pressure","LMO4",1,4.1500894416985,"intergenic"
"Blood Pressure","ZNF326",1,4.09854167860389,"intron"
"Blood Pressure","BARHL2",1,4.25724198642196,"intergenic"
"Blood Pressure","CDC7",1,5.7960002779087,"intron"
"Blood Pressure","LOC102723436",1,4.16165473122401,"intron"
"Blood Pressure","DNTTIP2",1,4.36790814468578,"intergenic"
"Blood Pressure","DNTTIP2",1,4.37242035721683,"intergenic"
"Blood Pressure","SLC44A3",1,4.33932421166148,"missense"
"Blood Pressure","SLC44A3",1,4.4847886956722,"intron"
"Blood Pressure","FLJ31662",1,4.85907603088016,"intergenic"
"Blood Pressure","FLJ31662",1,4.16659787076814,"intergenic"
"Blood Pressure","PTBP2",1,4.17172688794793,"intergenic"
"Blood Pressure","PTBP2",1,4.01479814163543,"intergenic"
"Blood Pressure","LPPR5",1,5.69897000433602,"intron"
"Blood Pressure","LOC100129620",1,4.61278819968627,"intron"
"Blood Pressure","LOC100129620",1,4.1266793981846,"intron"
"Blood Pressure","DNAJA1P5",1,4.2098556349571,"intergenic"
"Blood Pressure","SEPT2P1",1,4.10363915453068,"intergenic"
"Blood Pressure","SEPT2P1",1,8,"intergenic"
"Blood Pressure","SLC25A24",1,4.66254073870934,"intron"
"Blood Pressure","SLC25A24",1,4.02406295751689,"intron"
"Blood Pressure","SLC25A24",1,4.66254073870934,"intron"
"Blood Pressure","SLC25A24",1,4.02406295751689,"intron"
"Blood Pressure","STXBP3",1,6.71125320870147,"missense"
"Blood Pressure","CELSR2",1,49,"UTR-3"
"Blood Pressure","CELSR2",1,50.698970004336,"UTR-3"
"Blood Pressure","PROK1",1,5.0635318857638,"intergenic"
"Blood Pressure","PROK1",1,5.66822885609184,"intergenic"
"Blood Pressure","PROK1",1,5.3547467021706,"intergenic"
"Blood Pressure","CHI3L2",1,5.51007207686703,"missense"
"Blood Pressure","CHI3L2",1,4.78433333478744,"intron"
"Blood Pressure","RAP1A",1,5.06724527569549,"intron"
"Blood Pressure","CAPZA1",1,8.52287874528034,"intron"
"Blood Pressure","CAPZA1",1,7.09691001300806,"intron"
"Blood Pressure","CAPZA1",1,5.09691001300806,"intron"
"Blood Pressure","CAPZA1",1,8,"intron"
"Blood Pressure","CAPZA1",1,7.15490195998574,"intron"
"Blood Pressure","CAPZA1",1,6.22184874961636,"intron"
"Blood Pressure","MOV10",1,9,"nearGene-5"
"Blood Pressure","AP4B1",1,5.03213574047306,"missense"
"Blood Pressure","AP4B1-AS1",1,5.03213574047306,"ncRNA"
"Blood Pressure","VTCN1",1,5.52933477899044,"intergenic"
"Blood Pressure","CGN",1,6.56413583012928,"missense"
"Blood Pressure","CGN",1,6.56413583012928,"missense"
"Blood Pressure","THEM4",1,4.68631655037101,"intergenic"
"Blood Pressure","THEM4",1,4.74155922371723,"intergenic"
"Blood Pressure","THEM4",1,4.74263377356351,"intergenic"
"Blood Pressure","THEM4",1,4.76949102240217,"intergenic"
"Blood Pressure","THEM4",1,4.76868858374921,"intergenic"
"Blood Pressure","THEM4",1,4.72124294756263,"intergenic"
"Blood Pressure","KRT8P28",1,4.95122611535734,"intergenic"
"Blood Pressure","KRT8P28",1,4.41221627711168,"intergenic"
"Blood Pressure","KRT8P28",1,4.41055338849136,"intergenic"
"Blood Pressure","KRT8P28",1,4.33629164173803,"intergenic"
"Blood Pressure","KRT8P28",1,4.32050968939826,"intergenic"
"Blood Pressure","S100A10",1,4.30929395893053,"nearGene-3"
"Blood Pressure","S100A10",1,4.30013047904596,"intron"
"Blood Pressure","CRNN",1,4.68304617929207,"intergenic"
"Blood Pressure","CRNN",1,4.67153835731537,"intergenic"
"Blood Pressure","CRNN",1,4.65536619998748,"intergenic"
"Blood Pressure","CRNN",1,4.4256472533271,"intergenic"
"Blood Pressure","SMCP",1,4.40843778737138,"intergenic"
"Blood Pressure","ADAR",1,4.0744709920915,"intron"
"Blood Pressure","KCNN3",1,4.13757044389399,"intron"
"Blood Pressure","CYCSP52",1,6.83642187957088,"intergenic"
"Blood Pressure","CYCSP52",1,8.98255857043285,"intergenic"
"Blood Pressure","CYCSP52",1,5.65459975849046,"intergenic"
"Blood Pressure","CYCSP52",1,7.78805099251024,"intergenic"
"Blood Pressure","CYCSP52",1,7.19585645340663,"intergenic"
"Blood Pressure","CYCSP52",1,9.46918800113238,"intergenic"
"Blood Pressure","CYCSP52",1,8.23044995107774,"intergenic"
"Blood Pressure","CYCSP52",1,6.45643665286651,"intergenic"
"Blood Pressure","CYCSP52",1,7.40283352396985,"intergenic"
"Blood Pressure","CYCSP52",1,6.15576900330052,"intergenic"
"Blood Pressure","CYCSP52",1,7.78805099251058,"intergenic"
"Blood Pressure","CYCSP52",1,8.98255857043256,"intergenic"
"Blood Pressure","CYCSP52",1,5.65459975849059,"intergenic"
"Blood Pressure","CYCSP52",1,6.83642187957068,"intergenic"
"Blood Pressure","CYCSP52",1,5.31965347488309,"intergenic"
"Blood Pressure","MRPS21P2",1,4.24343995699332,"intergenic"
"Blood Pressure","IFI16",1,6.85664680063279,"missense"
"Blood Pressure","IFI16",1,4.03192476042033,"missense"
"Blood Pressure","C1orf110",1,4.05222329153526,"intron"
"Blood Pressure","C1orf110",1,4.0364482664259,"intron"
"Blood Pressure","RNA5SP63",1,4.38385402373158,"intergenic"
"Blood Pressure","RNA5SP63",1,4.31654428657396,"intergenic"
"Blood Pressure","TMCO1",1,5.05090287488708,"intron"
"Blood Pressure","POGK",1,6.56413809065585,"missense"
"Blood Pressure","POGK",1,6.56413809065585,"missense"
"Blood Pressure","LOC101928459",1,4.29984578793412,"nearGene-3"
"Blood Pressure","DUTP6",1,4.06043568293121,"intergenic"
"Blood Pressure","ILDR2",1,4.18276720124656,"UTR-3"
"Blood Pressure","ILDR2",1,4.17077454878547,"intron"
"Blood Pressure","CD247",1,5.61586045192041,"intron"
"Blood Pressure","CD247",1,5.65022243771741,"intron"
"Blood Pressure","CD247",1,5.66709981748259,"intron"
"Blood Pressure","CD247",1,5.69903113558656,"intron"
"Blood Pressure","CD247",1,5.96212175208497,"intron"
"Blood Pressure","CD247",1,5.03324310831791,"nearGene-5"
"Blood Pressure","CD247",1,5.25155811676847,"nearGene-5"
"Blood Pressure","ADCY10",1,4.12663976698778,"intron"
"Blood Pressure","ADCY10",1,4.14548144279476,"intron"
"Blood Pressure","ADCY10",1,4.09110332035266,"intron"
"Blood Pressure","F5",1,4.35803246235419,"missense"
"Blood Pressure","LINC01142",1,4.15187248943213,"intergenic"
"Blood Pressure","FASLG",1,4.14910881586408,"intergenic"
"Blood Pressure","TNR",1,5.39794000867204,"intron"
"Blood Pressure","TNR",1,8.20787800704135,"missense"
"Blood Pressure","TNR",1,6.98295425843012,"missense"
"Blood Pressure","TNR",1,5.32400673574632,"intron"
"Blood Pressure","TNR",1,5.15776282805154,"intron"
"Blood Pressure","BRINP2",1,5.73619255093629,"intergenic"
"Blood Pressure","AXDND1",1,4.91486514622004,"missense"
"Blood Pressure","ACBD6",1,8.57618320594296,"intron"
"Blood Pressure","ACBD6",1,5.77986179809098,"intron"
"Blood Pressure","ACBD6",1,5.72913711031037,"intron"
"Blood Pressure","KIAA1614",1,7.51113952206189,"missense"
"Blood Pressure","KIAA1614",1,5.93746580959522,"missense"
"Blood Pressure","GM140",1,4.68782264356022,"intergenic"
"Blood Pressure","GM140",1,4.88739499846543,"intergenic"
"Blood Pressure","GM140",1,4.69831905070642,"intergenic"
"Blood Pressure","GM140",1,4.46344155742847,"intergenic"
"Blood Pressure","PTGS2",1,5.48141665751339,"missense"
"Blood Pressure","PTGS2",1,5.13206958418296,"missense"
"Blood Pressure","PLA2G4A",1,4.08095058247129,"intergenic"
"Blood Pressure","PLA2G4A",1,5.5192385868321,"intergenic"
"Blood Pressure","SLC4A1APP2",1,5.52287874528034,"intergenic"
"Blood Pressure","RPS3AP9",1,5.77135139595223,"intergenic"
"Blood Pressure","BRINP3",1,4.23806869024299,"intron"
"Blood Pressure","RGS21",1,6.04575749056067,"intergenic"
"Blood Pressure","LINC01032",1,10.2259689455718,"intron"
"Blood Pressure","LINC01032",1,6.62980260249954,"intron"
"Blood Pressure","RGS2",1,10.2677532961712,"intergenic"
"Blood Pressure","RGS2",1,6.6453205996645,"intergenic"
"Blood Pressure","CACNA1S",1,5.64960925020007,"missense"
"Blood Pressure","CACNA1S",1,5.14011514199446,"missense"
"Blood Pressure","IGFN1",1,5.10911717549498,"missense"
"Blood Pressure","IGFN1",1,5.65904435362749,"missense"
"Blood Pressure","NAV1",1,4.60835929650761,"intron"
"Blood Pressure","CHIT1",1,4.10464186803467,"missense"
"Blood Pressure","CHIT1",1,4.93245447061793,"intron"
"Blood Pressure","CHIT1",1,4.2787184748985,"intron"
"Blood Pressure","KRT8P29",1,4.09544673702323,"intergenic"
"Blood Pressure","SOX13",1,4.79823366384265,"missense"
"Blood Pressure","DSTYK",1,4.27588804603879,"intron"
"Blood Pressure","DSTYK",1,4.03924390909823,"intron"
"Blood Pressure","PM20D1",1,5.00177784854326,"missense"
"Blood Pressure","MAPKAPK2",1,4.08254700807034,"intron"
"Blood Pressure","C4BPA",1,5.10721480041912,"missense"
"Blood Pressure","C4BPA",1,5.00966624309575,"missense"
"Blood Pressure","PLXNA2",1,5.03191200466356,"missense"
"Blood Pressure","PLXNA2",1,4.10862982530385,"intergenic"
"Blood Pressure","PLXNA2",1,4.34438141645878,"intergenic"
"Blood Pressure","PLXNA2",1,4.26376290109527,"intergenic"
"Blood Pressure","PLXNA2",1,4.11673614041503,"intergenic"
"Blood Pressure","PLXNA2",1,4.05217431555755,"intergenic"
"Blood Pressure","PLXNA2",1,7.19192937687348,"intergenic"
"Blood Pressure","RPS26P13",1,4.25354599374426,"intergenic"
"Blood Pressure","RPS26P13",1,4.49533357974043,"intergenic"
"Blood Pressure","RPS26P13",1,4.26463894308879,"intergenic"
"Blood Pressure","SYT14",1,6.22868041234061,"intron"
"Blood Pressure","FLVCR1",1,4.5219894370991,"intron"
"Blood Pressure","FLVCR1",1,5.77568846316279,"intron"
"Blood Pressure","FLVCR1",1,5.89752623272111,"intron"
"Blood Pressure","FLVCR1",1,4.83241357497865,"intron"
"Blood Pressure","PTPN14",1,4.23143589048643,"intron"
"Blood Pressure","GAPDHP24",1,4.07278366940873,"intergenic"
"Blood Pressure","GAPDHP24",1,4.22380748525293,"intergenic"
"Blood Pressure","HLX",1,4.16691666582166,"intergenic"
"Blood Pressure","C1orf140",1,4.96056105529614,"intergenic"
"Blood Pressure","C1orf140",1,4.32964512792993,"intergenic"
"Blood Pressure","C1orf140",1,4.1799740331787,"intergenic"
"Blood Pressure","LOC101926901",1,4.83636127573525,"nearGene-5"
"Blood Pressure","LOC101926901",1,4.43093669631986,"nearGene-5"
"Blood Pressure","ENAH",1,4.03071735541644,"intron"
"Blood Pressure","ENAH",1,4.21748692956444,"intron"
"Blood Pressure","PYCR2",1,4.73557976197806,"missense"
"Blood Pressure","MIR6741",1,4.73557976197806,"nearGene-5"
"Blood Pressure","CDKN2AIPNLP1",1,4.01592296609717,"intergenic"
"Blood Pressure","TRIM17",1,4.39415646094191,"intron"
"Blood Pressure","RAB4A",1,4.0580912256344,"intron"
"Blood Pressure","LOC101927504",1,6.55216176005737,"intron"
"Blood Pressure","LOC101927504",1,5.21599648528513,"intron"
"Blood Pressure","RPS24P4",1,4.30342002028233,"intergenic"
"Blood Pressure","RPS24P4",1,4.43730927802146,"intergenic"
"Blood Pressure","AGT",1,11.830389069256,"missense"
"Blood Pressure","AGT",1,8.06573998126684,"missense"
"Blood Pressure","AGT",1,8.49454357220747,"missense"
"Blood Pressure","AGT",1,10.6835993497812,"missense"
"Blood Pressure","AGT",1,5.76271759574361,"missense"
"Blood Pressure","AGT",1,4.24926668651683,"missense"
"Blood Pressure","ARV1",1,5.34422163508331,"missense"
"Blood Pressure","SIPA1L2",1,6.09691001300806,"intron"
"Blood Pressure","SLC35F3",1,4.20558166912586,"intron"
"Blood Pressure","MIR4671",1,4.92785153541465,"intergenic"
"Blood Pressure","PP2672",1,4.48307602382512,"intergenic"
"Blood Pressure","NID1",1,4.43668281456721,"intergenic"
"Blood Pressure","GPR137B",1,5.28158412390993,"intron"
"Blood Pressure","ERO1B",1,5.28158412390993,"missense"
"Blood Pressure","ACTN2",1,4.16351163502255,"UTR-3"
"Blood Pressure","RYR2",1,4.26312563835158,"intron"
"Blood Pressure","RYR2",1,7.53246164723776,"intron"
"Blood Pressure","RYR2",1,8.14612812344267,"intron"
"Blood Pressure","RYR2",1,4.16008222432132,"intron"
"Blood Pressure","CHRM3",1,6.62791047974659,"intron"
"Blood Pressure","CHRM3",1,4.06598409065411,"intron"
"Blood Pressure","CHRM3",1,4.03504228289804,"intron"
"Blood Pressure","RPS7P5",1,4.07796929925349,"intergenic"
"Blood Pressure","FMN2",1,4.49153224389092,"intron"
"Blood Pressure","FMN2",1,4.19463542420052,"intron"
"Blood Pressure","KIF26B",1,4.80001583665366,"intron"
"Blood Pressure","OR13G1",1,4.60422554487336,"intergenic"
"Blood Pressure","OR6F1",1,4.61008233285383,"nearGene-3"
"Blood Pressure","ADARB2",10,4.40274371707486,"intron"
"Blood Pressure","ADARB2",10,6.09691001300806,"intron"
"Blood Pressure","ADARB2",10,4.12693015208011,"intron"
"Blood Pressure","LINC00700",10,4.32569011105852,"intergenic"
"Blood Pressure","RNA5SP299",10,4.74738965943263,"intergenic"
"Blood Pressure","CUX2P1",10,4.64397414280688,"intergenic"
"Blood Pressure","CUX2P1",10,4.27351730321517,"intergenic"
"Blood Pressure","CUX2P1",10,4.66776358450856,"intergenic"
"Blood Pressure","CUX2P1",10,4.54821356447571,"intergenic"
"Blood Pressure","CUX2P1",10,4.5655907924125,"intergenic"
"Blood Pressure","CUX2P1",10,4.16742722515382,"intergenic"
"Blood Pressure","USP6NL",10,4.11795863099556,"intron"
"Blood Pressure","FRMD4A",10,4.41918902733905,"intron"
"Blood Pressure","FRMD4A",10,4.6352614449446,"intron"
"Blood Pressure","FRMD4A",10,4.5070999888913,"intron"
"Blood Pressure","FRMD4A",10,4.42759313244194,"intron"
"Blood Pressure","FRMD4A",10,4.77832500292923,"intron"
"Blood Pressure","FAM107B",10,4.88199307335968,"intron"
"Blood Pressure","FAM107B",10,4.17593928258135,"intron"
"Blood Pressure","CUBN",10,5.22184874961636,"intron"
"Blood Pressure","ST8SIA6-AS1",10,4.26278908248933,"intergenic"
"Blood Pressure","SLC39A12",10,9.39794000867204,"intergenic"
"Blood Pressure","SLC39A12",10,10.301029995664,"intergenic"
"Blood Pressure","CACNB2",10,9.77705775441809,"intron"
"Blood Pressure","CACNB2",10,10.6162625807221,"intron"
"Blood Pressure","CACNB2",10,10.6558696396506,"intron"
"Blood Pressure","CACNB2",10,9.55708761010264,"intron"
"Blood Pressure","CACNB2",10,6.15490195998574,"intron"
"Blood Pressure","CACNB2",10,8,"intron"
"Blood Pressure","CACNB2",10,16.5089185865768,"intron"
"Blood Pressure","CACNB2",10,6,"intron"
"Blood Pressure","CACNB2",10,18.0911398269827,"intron"
"Blood Pressure","CACNB2",10,4.25508145755865,"intron"
"Blood Pressure","PLXDC2",10,4.35315924840588,"intron"
"Blood Pressure","PLXDC2",10,4.7960908098891,"intron"
"Blood Pressure","DNAJC1",10,4.05244602558227,"intergenic"
"Blood Pressure","ARMC3",10,4.1017686154869,"intron"
"Blood Pressure","MKX",10,5.27144098724746,"missense"
"Blood Pressure","CCDC7",10,5.03132746025099,"missense"
"Blood Pressure","NRP1",10,4.1051856709167,"intron"
"Blood Pressure","NRP1",10,4.09582563171584,"intergenic"
"Blood Pressure","ZNF485",10,4.17822453281654,"intron"
"Blood Pressure","RPL9P21",10,9.48715114044949,"intergenic"
"Blood Pressure","RPL9P21",10,6.58760144179348,"intergenic"
"Blood Pressure","TMEM72-AS1",10,4.6380240827609,"intron"
"Blood Pressure","RASSF4",10,5.3303254713233,"missense"
"Blood Pressure","ALOX5",10,6.68577152789434,"intron"
"Blood Pressure","ALOX5",10,6.4765567738085,"intron"
"Blood Pressure","GDF2",10,4.63022771140304,"intron"
"Blood Pressure","ARHGAP22",10,5.00837319619971,"intron"
"Blood Pressure","ARHGAP22",10,5.70149338820194,"intron"
"Blood Pressure","ARHGAP22",10,5.39521524768446,"intron"
"Blood Pressure","ARHGAP22",10,9.33246668207143,"intron"
"Blood Pressure","ARHGAP22",10,8.27420703176403,"intron"
"Blood Pressure","ARHGAP22",10,6.10868425420247,"intron"
"Blood Pressure","DYNC1I2P1",10,8.98974788076799,"intergenic"
"Blood Pressure","DYNC1I2P1",10,8.02525991385397,"intergenic"
"Blood Pressure","PRKG1",10,13.0725045902496,"intron"
"Blood Pressure","PRKG1",10,6.34747457093042,"intron"
"Blood Pressure","PRKG1",10,9.57836767601387,"intron"
"Blood Pressure","PRKG1",10,4.93216450091436,"intron"
"Blood Pressure","PRKG1",10,6.04530327796969,"intron"
"Blood Pressure","PRKG1",10,7.28725280598123,"intron"
"Blood Pressure","PRKG1",10,6.87614799055623,"intron"
"Blood Pressure","PRKG1",10,5.11785044363679,"intron"
"Blood Pressure","PRKG1",10,5.31503435944642,"intron"
"Blood Pressure","PRKG1",10,6.25637067908019,"intron"
"Blood Pressure","PRKG1",10,6.87614534213615,"intron"
"Blood Pressure","PRKG1",10,6.25637067907998,"intron"
"Blood Pressure","PRKG1",10,4.93216450091486,"intron"
"Blood Pressure","PRKG1",10,5.11785044363678,"intron"
"Blood Pressure","PRKG1",10,9.57836767601403,"intron"
"Blood Pressure","PRKG1",10,13.0725461952334,"intron"
"Blood Pressure","PRKG1",10,6.34747457093024,"intron"
"Blood Pressure","PRKG1",10,5.37980334221899,"intron"
"Blood Pressure","PRKG1",10,6.04530369279217,"intron"
"Blood Pressure","PRKG1",10,5.31507580942752,"intron"
"Blood Pressure","PRKG1",10,7.28725596460835,"intron"
"Blood Pressure","GAPDHP21",10,4.1673633724033,"intergenic"
"Blood Pressure","GAPDHP21",10,4.53047252081299,"intergenic"
"Blood Pressure","GAPDHP21",10,4.39577394691553,"intergenic"
"Blood Pressure","GAPDHP21",10,4.71511828534455,"intergenic"
"Blood Pressure","GAPDHP21",10,4.1332992439575,"intergenic"
"Blood Pressure","GAPDHP21",10,4.22973726182941,"intergenic"
"Blood Pressure","ZWINT",10,4.89483057200067,"intergenic"
"Blood Pressure","ZWINT",10,4.89483057200067,"intergenic"
"Blood Pressure","ZWINT",10,5.02346661960806,"intergenic"
"Blood Pressure","ZWINT",10,5.02346661960806,"intergenic"
"Blood Pressure","MIR3924",10,6.04575749056067,"intergenic"
"Blood Pressure","RPLP1P10",10,4.61332271603916,"intergenic"
"Blood Pressure","TRAF6P1",10,5.38924514994254,"intergenic"
"Blood Pressure","MRPL50P4",10,8,"intergenic"
"Blood Pressure","MRPL50P4",10,7.39794000867204,"intergenic"
"Blood Pressure","C10orf107",10,16.4420118517751,"intron"
"Blood Pressure","C10orf107",10,8.75300639891373,"intron"
"Blood Pressure","C10orf107",10,16.9129287940935,"intron"
"Blood Pressure","C10orf107",10,8.17326283962892,"intron"
"Blood Pressure","C10orf107",10,10.1416176842988,"intron"
"Blood Pressure","C10orf107",10,8.06564179296648,"intron"
"Blood Pressure","C10orf107",10,8.94051504238241,"intron"
"Blood Pressure","C10orf107",10,7.42023623280762,"intron"
"Blood Pressure","C10orf107",10,9,"intron"
"Blood Pressure","C10orf107",10,16.0916758607238,"intron"
"Blood Pressure","C10orf107",10,17.5941416006824,"intergenic"
"Blood Pressure","C10orf107",10,16.5021032570868,"intergenic"
"Blood Pressure","C10orf107",10,17.4671182805926,"intergenic"
"Blood Pressure","C10orf107",10,4.01068369501005,"intergenic"
"Blood Pressure","C10orf107",10,4.03838909190872,"intergenic"
"Blood Pressure","ANXA2P3",10,6.69897000433602,"intergenic"
"Blood Pressure","CTNNA3",10,4.32221060893114,"intron"
"Blood Pressure","CTNNA3",10,4.16462654752999,"intron"
"Blood Pressure","CTNNA3",10,4.30812317744067,"intron"
"Blood Pressure","CTNNA3",10,4.15138229497779,"intron"
"Blood Pressure","CTNNA3",10,4.15098043170454,"intron"
"Blood Pressure","SIRT1",10,4.90957440028631,"missense"
"Blood Pressure","STOX1",10,4.23672178898102,"intron"
"Blood Pressure","KIF1BP",10,4.07196279359312,"intron"
"Blood Pressure","PALD1",10,4.83170202471884,"intron"
"Blood Pressure","ADAMTS14",10,8.41259401227654,"missense"
"Blood Pressure","ADAMTS14",10,7.54961053868141,"missense"
"Blood Pressure","DUSP13",10,4.78330078430769,"missense"
"Blood Pressure","KCNMA1",10,6.04575749056067,"intron"
"Blood Pressure","RBBP6P1",10,6.95116991347165,"intergenic"
"Blood Pressure","RBBP6P1",10,4.45531197769732,"intergenic"
"Blood Pressure","DLG5",10,4.2362725962343,"intron"
"Blood Pressure","DLG5",10,6.22264568691579,"intron"
"Blood Pressure","DLG5",10,6.39794000867204,"intron"
"Blood Pressure","DLG5",10,4.20321758829869,"intron"
"Blood Pressure","GNAI2P2",10,4.05173016468334,"intergenic"
"Blood Pressure","TSPAN14",10,6.56383798928862,"missense"
"Blood Pressure","TSPAN14",10,6.56383798928862,"missense"
"Blood Pressure","RPA2P2",10,5.37153227103323,"intergenic"
"Blood Pressure","NRG3",10,8.91329261745134,"intron"
"Blood Pressure","RPS3AP5",10,4.82231064377296,"intergenic"
"Blood Pressure","RPS3AP5",10,4.11960315888007,"intergenic"
"Blood Pressure","RNLS",10,4.37923951000579,"intron"
"Blood Pressure","LIPF",10,4.03611777107122,"intron"
"Blood Pressure","MIR4679-1",10,4.12831033431448,"intergenic"
"Blood Pressure","ANKRD1",10,4.7356576828286,"missense"
"Blood Pressure","IDE",10,4.93945996938812,"missense"
"Blood Pressure","KIF11",10,5.59868022482091,"missense"
"Blood Pressure","KIF11",10,4.69436810673771,"missense"
"Blood Pressure","MYOF",10,5.74996283349412,"STOP-GAIN"
"Blood Pressure","MYOF",10,4.83808252869152,"intron"
"Blood Pressure","LGI1",10,5.51589243633587,"intergenic"
"Blood Pressure","PLCE1",10,8.30102999566398,"intron"
"Blood Pressure","PLCE1",10,15.1549019599857,"intron"
"Blood Pressure","PLCE1",10,6.09691001300806,"intron"
"Blood Pressure","PLCE1",10,4.18913429771283,"intron"
"Blood Pressure","CYP2C18",10,8.78699926377307,"UTR-3"
"Blood Pressure","CYP2C18",10,6.1315162222414,"UTR-3"
"Blood Pressure","SLIT1",10,6,"intron"
"Blood Pressure","ANKRD2",10,6.58026425181415,"intron"
"Blood Pressure","ANKRD2",10,6.37827050030497,"intron"
"Blood Pressure","SFRP5",10,6.52287874528034,"intergenic"
"Blood Pressure","KCNIP2",10,4.36939481239684,"missense"
"Blood Pressure","KCNIP2-AS1",10,4.36939481239684,"ncRNA"
"Blood Pressure","CYP17A1",10,9.03432840009243,"intron"
"Blood Pressure","CYP17A1",10,8.9509824582548,"intron"
"Blood Pressure","CYP17A1",10,10.397518773657,"intron"
"Blood Pressure","CYP17A1",10,12.0884464419546,"intron"
"Blood Pressure","CYP17A1",10,9.0515251076567,"intron"
"Blood Pressure","CYP17A1",10,12.1537804416824,"intron"
"Blood Pressure","CYP17A1-AS1",10,9.03432840009243,"nearGene-5"
"Blood Pressure","CYP17A1-AS1",10,8.9509824582548,"nearGene-5"
"Blood Pressure","CYP17A1-AS1",10,10.397518773657,"nearGene-5"
"Blood Pressure","CYP17A1-AS1",10,12.1537804416824,"nearGene-5"
"Blood Pressure","CYP17A1-AS1",10,9.0515251076567,"nearGene-5"
"Blood Pressure","CYP17A1-AS1",10,12.0884464419546,"nearGene-5"
"Blood Pressure","CYP17A1",10,8.97007105828666,"intron"
